,id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
617,RU2571707C1,Method for optimising selecting antianginal therapy in ischemic heart disease and microvascular angina ,"??????????? ??????????????? ????????? ?????????? ""?????????? ???????????????? ??????-???????????????? ????????"" ???????????? ??????????????? ?????? (???? ""?????"" ?? ??)","?????? ?????????? ????????, ?????? ????????????? ?????????, ????? ?????????? ???????, ???????? ?????????? ??????, ???? ????????????? ??????",2014-12-02,2014-12-02,2015-12-20,2015-12-20,https://patents.google.com/patent/RU2571707C1/en
618,CN102526446B,Traditional Chinese medicine composition for treating coronary heart disease and method for preparing medicated wine by utilizing same ,???,"???, ???, ??",2012-01-13,2012-01-13,2013-11-06,2013-11-06,https://patents.google.com/patent/CN102526446B/en
619,CN102961529B,Traditional Chinese medicine composition for treating coronary heart disease ,???,???,2012-10-26,2012-10-26,2014-08-13,2014-08-13,https://patents.google.com/patent/CN102961529B/en
620,US20150250428A1,Heart failure event detection using multi-level categorical fusion ,"Cardiac Pacemakers, Inc.","Yi Zhang, Pramodsingh Hirasingh Thakur, Qi An, Julie A. Thompson, Ramesh Wariar, Robert J. Sweeney",2014-03-07,2015-03-04,2015-09-10,,https://patents.google.com/patent/US20150250428A1/en
621,US20150353986A1,Methods for treatment of coronary heart disease events based on lipoprotein-associated phospholipase a2 activity ,"Patrick Alfred ARENSDORF, Mary Jane Cerelli, Robert William GERWIEN, JR., Emi Zychlinsky","Patrick Alfred ARENSDORF, Mary Jane Cerelli, Robert William GERWIEN, JR., Emi Zychlinsky",2014-06-10,2014-11-13,2015-12-10,,https://patents.google.com/patent/US20150353986A1/en
622,US20140200655A1,Intravascular cardiac restraining implants and methods for treating heart failure ,"Abbott Cardiovascular Systems, Inc.","William E. Webler, Jr., Randolf Von Oepen",2013-01-17,2013-01-17,2014-07-17,,https://patents.google.com/patent/US20140200655A1/en
623,US20170016918A1,Use of igfbp-7 in the assessment of heart failure ,"Roche Diagnostics Operations, Inc., The Governing Council Of The University Of Toronto","Ursula-Henrike Wienhues-Thelen, Georg Hess, Hendrik Huedig, Herbert von der Eltz, Andrew Emili, Anthony Gramolini, Peter Liu, David MacLennan, Vincent Fong, Ruth Isserlin, Thomas Kislinger, Dirk Block",2007-01-25,2016-10-05,2017-01-19,,https://patents.google.com/patent/US20170016918A1/en
624,US20160146836A1,Use of alpha-crystallin b (cryab) in the assessment of heart failure ,"Roche Diagnostics Operations, Inc., The Governing Council Of The University Of Toronto","Ursula-Henrike Wienhues-Thelen, Georg Hess, Dirk Block, Hendrik Huedig, Andrew Emili, Anthony Gramolini, Peter Liu, David MacLennan, Sara Arab",2013-07-29,2016-01-27,2016-05-26,,https://patents.google.com/patent/US20160146836A1/en
625,US20110165591A1,Use of biglycan in the assessment of heart failure ,"Ursula-Henrike Wienhues-Thelen, Sara Arab, Dirk Block, Andrew Emili, Anthony Gramolini, Georg Hess, Hendrik Huedig, Peter Liu, Maclennan David","Ursula-Henrike Wienhues-Thelen, Sara Arab, Dirk Block, Andrew Emili, Anthony Gramolini, Georg Hess, Hendrik Huedig, Peter Liu, David MacLennan",2008-10-17,2011-03-15,2011-07-07,,https://patents.google.com/patent/US20110165591A1/en
626,US20140193845A1,Use of sfrp-3 in the assessment of heart failure ,"The Governing Council Of The University Of Toronto, Roche Diagnostics Operations, Inc.","Ursula-Henrike Wienhues-Thelen, Sara Arab, Dirk Block, Andrew Emili, Anthony Gramolini, Georg Hess, Hendrik Huedig, Peter Liu, David MacLennan",2008-04-30,2014-02-14,2014-07-10,,https://patents.google.com/patent/US20140193845A1/en
627,US20120156703A1,Use of mimecan in the assessment of heart failure ,"The Governing Council Of The University Of Toronto, Roche Diagnostics Operations, Inc.","Dirk Block, Sara Arab, Georg Hess, Hendrik Huedig, Peter Liu, Ursula-Henrike Wienhues-Thelen",2009-07-27,2012-01-26,2012-06-21,,https://patents.google.com/patent/US20120156703A1/en
628,US20120009610A1,Endostatin as a marker of heart failure ,"Ursula-Henrike Wienhues-Thelen, Dirk Block, Hendrik Huedig","Ursula-Henrike Wienhues-Thelen, Dirk Block, Hendrik Huedig",2009-04-27,2011-09-09,2012-01-12,,https://patents.google.com/patent/US20120009610A1/en
629,CN202478201U,First-aid box for heart disease ,???,"???, ???",2012-04-09,2012-04-09,2012-10-10,2012-10-10,https://patents.google.com/patent/CN202478201U/en
630,ES2599659T3,Using receptor antagonists the A2B adenosine for the treatment of heart failure and arrhythmia in patients after myocardial infarction ,"Gilead Sciences, Inc.","Luiz Belardinelli, Hongyan Zhong, Dewan Zeng",2011-04-07,2012-04-05,2017-02-02,2017-02-02,https://patents.google.com/patent/ES2599659T3/en
631,US20160220520A1,"Apparatus, system and method for the treatment of atherosclerosis, heart disease and stroke ","Steve Beaudin, Catherine Beaudin","Steve Andre Beaudin, Catherine Shuqi Xu Beaudin",2014-01-29,2015-01-29,2016-08-04,,https://patents.google.com/patent/US20160220520A1/en
632,CN205384453U,Heart disease monitoring warning first aid watch ,??,??,2016-01-21,2016-01-21,2016-07-13,2016-07-13,https://patents.google.com/patent/CN205384453U/en
633,CN102784192B,Medicinal composition for preventing and treating coronary disease and preparation method thereof ,???,"???, ???",2012-09-07,2012-09-07,2014-06-25,2014-06-25,https://patents.google.com/patent/CN102784192B/en
634,CN203490802U,Simple heart disease monitor ,??????????,???,2013-10-21,2013-10-21,2014-03-19,2014-03-19,https://patents.google.com/patent/CN203490802U/en
635,CN103893706B,Chinese medicine for treating coronary heart disease and preparation method ,???,"???, ???, ???",2014-04-19,2014-04-19,2016-03-16,2016-03-16,https://patents.google.com/patent/CN103893706B/en
636,CN103432417B,Chinese herba preparation for treating rheumatic heart disease ,???,"???, ???",2013-09-01,2013-09-01,2014-11-05,2014-11-05,https://patents.google.com/patent/CN103432417B/en
637,CN203425133U,Coronary heart disease first-aid appliance ,???????,??,2013-09-17,2013-09-17,2014-02-12,2014-02-12,https://patents.google.com/patent/CN203425133U/en
638,CN102266397A,A method of treating rheumatic heart disease medicine composition ,???,???,2011-06-27,2011-06-27,2011-12-07,,https://patents.google.com/patent/CN102266397A/en
639,CN104000834B,Chronic heart failure Heart Qi and blood stasis edema syndrome animal model construction method ,??,"??, ??, ??",2014-06-18,2014-06-18,2016-05-25,2016-05-25,https://patents.google.com/patent/CN104000834B/en
640,CN102380032A,Traditional Chinese medicine for treating diabetic heart disease ,????????????????,???,2011-08-14,2011-08-14,2012-03-21,,https://patents.google.com/patent/CN102380032A/en
641,CN103191402B,Medicament for treating rheumatic heart disease and preparation method thereof ,???,???,2013-04-30,2013-04-30,2014-06-18,2014-06-18,https://patents.google.com/patent/CN103191402B/en
642,CN102293985B,Traditional Chinese medicine composition used for treating coronary heart disease and preparation method thereof ,??????????????,"???, ???, ??, ???, ???, ???, ???, ??",2011-07-19,2011-07-19,2013-01-30,2013-01-30,https://patents.google.com/patent/CN102293985B/en
643,CN102228596B,Pharmaceutical composition and preparation and applications thereof in treating coronary heart disease and angina pectoris ,????????????,"???, ??, ???, ???",2011-06-30,2011-06-30,2012-11-28,2012-11-28,https://patents.google.com/patent/CN102228596B/en
644,CN204293379U,Coronary heart disease first-aid device ,????,"???, ???",2014-11-05,2014-11-05,2015-04-29,2015-04-29,https://patents.google.com/patent/CN204293379U/en
645,CN103007200B,Medicament for treating coronary heart disease ,????????????,"???, ???, ???, ???",2012-12-29,2012-12-29,2014-04-16,2014-04-16,https://patents.google.com/patent/CN103007200B/en
646,US9255935B2,Lipid biomarkers for stable and unstable heart disease ,Baker Idi Heart And Diabetes Institute Holdings Limited,"Peter John Meikle, Izhak Haviv, Bronwyn Anne Kingwell, Justin Bedo, Benjamin Goudey",2009-11-27,2015-06-30,2016-02-09,2016-02-09,https://patents.google.com/patent/US9255935B2/en
647,CN102526676B,"Traditional Chinese medicine for treating chronic heart failure, preparation method and administration mode ",?????????????,???,2012-02-09,2012-02-09,2013-09-25,2013-09-25,https://patents.google.com/patent/CN102526676B/en
648,US20130210734A1,Method of preventing progression of hypertension-induced heart failure with pkc peptides ,The Board Of Trustees Of The Leland Stanford Junior University,"Daria D. Mochly-Rosen, Koichi K. Inagaki",2006-06-01,2013-03-22,2013-08-15,,https://patents.google.com/patent/US20130210734A1/en
649,CN102973888A,Pills for treating rheumatic heart disease and preparation method thereof ,??,"??, ??",2012-11-19,2012-11-19,2013-03-20,,https://patents.google.com/patent/CN102973888A/en
650,CN102353789A,Joint detection method for heart cerebrovascular disease-related protein marker and diagnostic kit thereof ,??????????????,"???, ??, ??",2011-06-22,2011-06-22,2012-02-15,,https://patents.google.com/patent/CN102353789A/en
651,US20140255956A1,Diagnosis of myocardial autoimmunity in heart disease ,"Myra A. Lipes, Lizbeth Cornivelli, Venkata Siva Rama Krishnam Raju Gottumukkala","Myra A. Lipes, Lizbeth Cornivelli, Venkata Siva Rama Krishnam Raju Gottumukkala",2010-06-10,2014-05-27,2014-09-11,,https://patents.google.com/patent/US20140255956A1/en
652,US20130121998A1,Diagnosis of Myocardial Autoimmunity in Heart Disease ,"Myra A. Lipes, Lizbeth Cornivelli, Venkata Siva Rama Krishnam Raju Gottumukkala","Myra A. Lipes, Lizbeth Cornivelli, Venkata Siva Rama Krishnam Raju Gottumukkala",2010-06-16,2011-06-10,2013-05-16,,https://patents.google.com/patent/US20130121998A1/en
653,US20120283200A1,Pharmaceutical composition and method for preventing or treating chronic heart disease ,"China Medical University, National Taiwan University","Ming-Jai Su, Yueh-Hsiung Kuo",2011-05-03,2012-03-27,2012-11-08,,https://patents.google.com/patent/US20120283200A1/en
654,CN102671134A,Traditional Chinese medicine composition for treating coronary heart disease ,???,???,2012-05-23,2012-05-23,2012-09-19,,https://patents.google.com/patent/CN102671134A/en
655,US20160051240A1,Tissue protecting devices for treatmentof congestive heart failure and other conditions ,"Bioventrix, Inc.","Kevin Van Bladel, Aaron Weiss, Lon Annest, Gilbert Mata, Jr.",2014-08-25,2015-08-25,2016-02-25,,https://patents.google.com/patent/US20160051240A1/en
656,RU2519977C1,Method for physical rehabilitation in patients with ischemic heart disease following surgical management with using ball-room dancing ,"?????? ???????? ???????, ????????? ??????????? ?????, ????? ????????? ?????","?????? ???????? ???????, ????????? ??????????? ?????, ????? ????????? ?????",2013-02-08,2013-02-08,2014-06-20,2014-06-20,https://patents.google.com/patent/RU2519977C1/en
657,US8609163B2,Herbal formulation advocated for the prevention and management of coronary heart disease ,Srm University,"Govind Prasad Dubey, Aruna Agarawal, Nirupama Dubey, Shipra Dubey, Rajesh Dubey, Samathanam Mercy Deborah",2010-08-09,2011-08-09,2013-12-17,2013-12-17,https://patents.google.com/patent/US8609163B2/en
658,CN103638428A,Traditional Chinese medicinal composition for treating coronary heart disease ,???????,"??, ??, ???",2013-11-19,2013-11-19,2014-03-19,,https://patents.google.com/patent/CN103638428A/en
659,CN102145070B,Traditional Chinese medicine for treating rheumatic heart disease ,???,"???, ???",2011-04-13,2011-04-13,2012-06-27,2012-06-27,https://patents.google.com/patent/CN102145070B/en
660,CN102389493A,Traditional Chinese medicine for treating diabetic heart disease ,????????????????,???,2011-07-23,2011-07-23,2012-03-28,,https://patents.google.com/patent/CN102389493A/en
661,CN103893516B,A method of treating heart disease and preparation method used ,???????????,???,2014-04-04,2014-04-04,2016-08-31,2016-08-31,https://patents.google.com/patent/CN103893516B/en
662,CN104383025B,A traditional Chinese medicine for the treatment of chronic rheumatic heart disease ,????????????,"???, ???, ???",2014-11-06,2014-11-06,2017-02-08,2017-02-08,https://patents.google.com/patent/CN104383025B/en
663,US20120283756A1,Treatment of hypertension and heart disease via surgery of the stomach ,"Usgi Medical, Inc.","Scott Moonly, John Cox, Richard C. Ewers",2003-08-11,2012-05-24,2012-11-08,,https://patents.google.com/patent/US20120283756A1/en
664,CN102430085B,Chinese medicine for treating coronary heart disease ,???,"???, ???, ???",2011-05-21,2011-12-20,2013-07-24,2013-07-24,https://patents.google.com/patent/CN102430085B/en
665,CN102274357B,Pharmaceutical composition for treating coronary arteriosclerotic heart disease and preparation method thereof ,???,???,2011-06-13,2011-06-13,2012-10-24,2012-10-24,https://patents.google.com/patent/CN102274357B/en
666,CN102423457B,Traditional Chinese medicine capsules for treating coronary heart disease ,???,???,2011-12-08,2011-12-08,2013-07-24,2013-07-24,https://patents.google.com/patent/CN102423457B/en
667,CN102652822A,Traditional Chinese medicine oral liquid used for curing coronary heart disease ,???,???,2012-05-04,2012-05-04,2012-09-05,,https://patents.google.com/patent/CN102652822A/en
668,CN102670824A,Traditional Chinese medicine preparation for treating coronary heart disease by oral administration ,??????????,???,2012-05-09,2012-05-09,2012-09-19,,https://patents.google.com/patent/CN102670824A/en
669,CN102210839A,Traditional Chinese medicine capsule for treating coronary heart disease ,???,???,2011-05-29,2011-05-29,2011-10-12,,https://patents.google.com/patent/CN102210839A/en
670,CN103344768A,Ischemic heart disease detection kit and application thereof ,???????????????????,"???, ??, ???, ???",2013-07-10,2013-07-10,2013-10-09,,https://patents.google.com/patent/CN103344768A/en
671,CN104059990B,Detection of coronary heart disease susceptibility locus rs1801133 and kits ,????????????,"???, ???, ???, ???",2014-07-10,2014-07-10,2016-06-01,2016-06-01,https://patents.google.com/patent/CN104059990B/en
672,CN103860926B,Pulmonary heart disease treated Qingying spilled hot powder and preparation method ,???,"???, ??",2014-03-07,2014-03-07,2016-05-11,2016-05-11,https://patents.google.com/patent/CN103860926B/en
673,RU2481058C1,Predicting risk of ischemic stroke in patients with ischemic heart disease and persistent atrial fibrillation ,"??????????????? ????????? ??????????????? ?????????? ??????? ????????????????? ??????????? ""????????? ??????????????? ??????????? ???????????"" ???????????? ??????????????? ? ??????????? ???????? ?????????? ?????????","???? ???????????? ?????, ???????? ???????? ?????????",2011-12-12,2011-12-12,2013-05-10,2013-05-10,https://patents.google.com/patent/RU2481058C1/en
674,CN103830448A,Medicament composition for treating coronary heart disease stenocardia and preparation method thereof ,???????????,"???, ???, ???, ???, ???, ??",2014-02-28,2014-02-28,2014-06-04,,https://patents.google.com/patent/CN103830448A/en
675,CN104126686A,Medicinal tea for treating coronary heart disease and angina pectoris and preparation method thereof ,??????????????,"???, ???",2014-07-25,2014-07-25,2014-11-05,,https://patents.google.com/patent/CN104126686A/en
676,CN103860990B,Coronary heart disease Huoxuetongluo powder and preparation method ,"??, ??, ???, ???","??, ??, ???, ???",2014-03-07,2014-03-07,2016-03-16,2016-03-16,https://patents.google.com/patent/CN103860990B/en
677,CN103877554B,A method of treating heart disease pharmaceutical composition and its preparation method and use ,???????,"??, ??",2014-04-10,2014-04-10,2017-01-18,2017-01-18,https://patents.google.com/patent/CN103877554B/en
678,CN102119971B,Traditional Chinese medicine for treating coronary heart disease ,???,"???, ???",2011-03-01,2011-03-01,2012-05-23,2012-05-23,https://patents.google.com/patent/CN102119971B/en
679,CN102743708B,Cordyceps sinensis and gecko powder for treating emphysema pulmonary heart disease asthma chronic bronchitis ,???,???,2012-07-24,2012-07-24,2014-07-23,2014-07-23,https://patents.google.com/patent/CN102743708B/en
680,CN102657839B,Traditional Chinese medicine capsule for treating coronary heart disease ,???,???,2012-06-01,2012-06-01,2013-08-28,2013-08-28,https://patents.google.com/patent/CN102657839B/en
